branch_id,branch_name,address,complaint_text,complaint_date,resolve_date,employee_experience,staff_count,daily_customers,service_windows,atm_count,training_hours,monthly_income,new_staff_count,competitor_count
106,南湖支行,杭州市西湖区南山路120号,新员工业务不熟，办个业务花了40分钟,2023-01-03,2023-01-06,2.99,7,343,5,2,43,19536,2,2
107,大学城支行,南京市鼓楼区汉口路22号,新员工业务不熟，办个业务花了40分钟,2023-05-13,2023-05-16,1.51,13,395,3,2,34,5060,3,4
108,开发区支行,天津市滨海新区泰达大道66号,VIP客户插队，普通客户等待时间过长,2023-03-30,2023-04-02,4.63,11,390,5,3,46,9203,4,3
109,机场支行,成都市双流区机场路500号,信用卡年费收取后拒绝退还,2023-02-24,2023-02-27,3.09,6,111,5,2,26,5329,1,3
110,港口支行,青岛市黄岛区港口路88号,ATM机又坏了，这周第三次了,2023-01-05,2023-01-06,5.45,16,417,5,5,40,7708,1,3
101,市中心支行,北京市朝阳区建国路100号,系统故障导致转账失败，资金被冻结,2023-05-14,2023-05-18,7.38,10,299,3,3,34,10387,3,3
102,西区支行,上海市徐汇区淮海中路200号,系统故障导致转账失败，资金被冻结,2023-02-26,2023-03-01,9.88,17,125,4,5,16,13592,3,2
103,东湖支行,武汉市武昌区东湖路50号,排队时间太长，等了1个多小时还没轮到,2023-03-16,2023-03-18,5.9,14,490,7,4,18,16122,4,4
104,高新支行,深圳市南山区科技园路88号,排队时间太长，等了1个多小时还没轮到,2023-01-27,2023-01-31,9.73,11,181,6,4,44,9497,3,2
105,北站支行,广州市天河区天河路300号,ATM机又坏了，这周第三次了,2023-06-14,2023-06-15,6.62,18,258,5,5,43,5130,1,3
106,南湖支行,杭州市西湖区南山路120号,VIP客户插队，普通客户等待时间过长,2023-03-14,2023-03-15,3.73,11,463,3,5,38,5920,1,2
107,大学城支行,南京市鼓楼区汉口路22号,VIP客户插队，普通客户等待时间过长,2023-03-25,2023-03-29,5.44,17,207,4,4,44,8241,2,2
108,开发区支行,天津市滨海新区泰达大道66号,柜员态度很差，办理业务时一直不耐烦,2023-01-09,2023-01-11,0.5,17,240,4,5,41,8810,3,3
109,机场支行,成都市双流区机场路500号,VIP客户插队，普通客户等待时间过长,2023-04-09,2023-04-10,0.59,17,417,7,5,25,8511,4,3
110,港口支行,青岛市黄岛区港口路88号,窗口太少，中午只有2个窗口开放,2023-01-12,2023-01-15,4.28,18,458,6,2,10,8760,3,1
101,市中心支行,北京市朝阳区建国路100号,信用卡年费收取后拒绝退还,2023-02-22,2023-02-27,3.87,18,423,4,3,46,12832,4,1
102,西区支行,上海市徐汇区淮海中路200号,柜员态度很差，办理业务时一直不耐烦,2023-03-26,2023-03-30,9.15,19,172,3,2,33,14155,4,3
103,东湖支行,武汉市武昌区东湖路50号,窗口太少，中午只有2个窗口开放,2023-04-13,2023-04-15,9.52,17,479,5,3,22,19561,1,3
104,高新支行,深圳市南山区科技园路88号,VIP客户插队，普通客户等待时间过长,2023-04-16,2023-04-17,9.92,15,171,6,2,19,12274,2,1
105,北站支行,广州市天河区天河路300号,新员工业务不熟，办个业务花了40分钟,2023-03-07,2023-03-10,2.59,5,358,7,2,32,7736,1,3
106,南湖支行,杭州市西湖区南山路120号,新员工业务不熟，办个业务花了40分钟,2023-02-05,2023-02-06,6.17,5,160,5,3,44,15929,2,2
107,大学城支行,南京市鼓楼区汉口路22号,排队时间太长，等了1个多小时还没轮到,2023-03-01,2023-03-06,9.97,7,259,5,3,22,12287,1,3
108,开发区支行,天津市滨海新区泰达大道66号,VIP客户插队，普通客户等待时间过长,2023-05-19,2023-05-23,0.83,8,497,7,3,20,6640,4,3
109,机场支行,成都市双流区机场路500号,排队时间太长，等了1个多小时还没轮到,2023-05-06,2023-05-08,3.09,17,236,5,2,43,14547,2,1
110,港口支行,青岛市黄岛区港口路88号,窗口太少，中午只有2个窗口开放,2023-03-21,2023-03-24,3.63,13,360,5,4,43,14175,4,3
101,市中心支行,北京市朝阳区建国路100号,排队时间太长，等了1个多小时还没轮到,2023-02-14,2023-02-17,0.55,15,488,4,3,15,13228,4,4
102,西区支行,上海市徐汇区淮海中路200号,柜员态度很差，办理业务时一直不耐烦,2023-05-24,2023-05-27,6.99,9,180,4,5,41,5317,1,3
103,东湖支行,武汉市武昌区东湖路50号,新员工业务不熟，办个业务花了40分钟,2023-06-03,2023-06-08,8.33,12,139,4,5,36,15188,1,1
104,高新支行,深圳市南山区科技园路88号,理财产品收益与承诺不符,2023-01-29,2023-02-03,8.85,7,435,6,2,22,5362,1,1
105,北站支行,广州市天河区天河路300号,新员工业务不熟，办个业务花了40分钟,2023-02-22,2023-02-26,9.34,8,290,5,3,16,19468,3,1
106,南湖支行,杭州市西湖区南山路120号,窗口太少，中午只有2个窗口开放,2023-01-30,2023-02-02,8.78,7,130,4,3,41,11506,1,2
107,大学城支行,南京市鼓楼区汉口路22号,柜员态度很差，办理业务时一直不耐烦,2023-03-24,2023-03-28,9.13,6,455,4,3,22,15204,4,3
108,开发区支行,天津市滨海新区泰达大道66号,转账手续费太高，没有提前告知,2023-04-14,2023-04-19,2.33,17,145,5,2,26,17647,3,2
109,机场支行,成都市双流区机场路500号,信用卡年费收取后拒绝退还,2023-04-05,2023-04-08,6.52,12,464,5,5,15,15706,2,3
110,港口支行,青岛市黄岛区港口路88号,ATM机又坏了，这周第三次了,2023-01-30,2023-02-01,5.64,6,418,6,5,24,14437,1,1
101,市中心支行,北京市朝阳区建国路100号,ATM机又坏了，这周第三次了,2023-06-25,2023-06-28,7.99,8,451,6,3,13,18018,4,1
102,西区支行,上海市徐汇区淮海中路200号,VIP客户插队，普通客户等待时间过长,2023-03-28,2023-04-02,7.82,5,493,3,3,35,16383,3,2
103,东湖支行,武汉市武昌区东湖路50号,转账手续费太高，没有提前告知,2023-01-28,2023-01-29,8.78,19,384,6,5,44,10043,1,4
104,高新支行,深圳市南山区科技园路88号,VIP客户插队，普通客户等待时间过长,2023-01-23,2023-01-26,0.73,15,132,5,4,32,16801,2,2
105,北站支行,广州市天河区天河路300号,ATM机又坏了，这周第三次了,2023-06-07,2023-06-11,4.95,8,198,7,2,48,8342,3,1
106,南湖支行,杭州市西湖区南山路120号,系统故障导致转账失败，资金被冻结,2023-01-15,2023-01-16,7.09,8,387,4,4,23,8155,2,3
107,大学城支行,南京市鼓楼区汉口路22号,窗口太少，中午只有2个窗口开放,2023-02-21,2023-02-22,3.1,5,481,6,5,37,5988,1,3
108,开发区支行,天津市滨海新区泰达大道66号,新员工业务不熟，办个业务花了40分钟,2023-01-15,2023-01-19,4.49,15,183,5,2,14,18698,3,1
109,机场支行,成都市双流区机场路500号,排队时间太长，等了1个多小时还没轮到,2023-04-08,2023-04-13,3.55,10,114,4,2,44,15047,1,1
110,港口支行,青岛市黄岛区港口路88号,系统故障导致转账失败，资金被冻结,2023-02-24,2023-03-01,7.29,6,370,6,5,36,6607,4,2
101,市中心支行,北京市朝阳区建国路100号,信用卡年费收取后拒绝退还,2023-04-11,2023-04-14,2.44,17,408,5,3,16,19722,1,4
102,西区支行,上海市徐汇区淮海中路200号,新员工业务不熟，办个业务花了40分钟,2023-02-28,2023-03-05,3.29,12,415,4,4,29,12725,3,1
103,东湖支行,武汉市武昌区东湖路50号,系统故障导致转账失败，资金被冻结,2023-06-23,2023-06-24,0.51,11,372,6,5,45,13712,2,4
104,高新支行,深圳市南山区科技园路88号,VIP客户插队，普通客户等待时间过长,2023-02-17,2023-02-22,5.17,19,313,7,2,11,10463,4,3
105,北站支行,广州市天河区天河路300号,系统故障导致转账失败，资金被冻结,2023-01-27,2023-01-28,9.85,5,171,7,3,39,18631,2,2
106,南湖支行,杭州市西湖区南山路120号,VIP客户插队，普通客户等待时间过长,2023-06-06,2023-06-09,9.76,10,131,5,2,34,7043,2,1
107,大学城支行,南京市鼓楼区汉口路22号,信用卡年费收取后拒绝退还,2023-04-10,2023-04-15,0.88,10,278,3,2,21,16128,2,4
108,开发区支行,天津市滨海新区泰达大道66号,排队时间太长，等了1个多小时还没轮到,2023-02-08,2023-02-13,0.67,10,185,6,5,42,13905,4,4
109,机场支行,成都市双流区机场路500号,柜员态度很差，办理业务时一直不耐烦,2023-04-29,2023-05-01,9.44,5,101,3,2,22,6949,1,1
110,港口支行,青岛市黄岛区港口路88号,信用卡年费收取后拒绝退还,2023-01-13,2023-01-17,1.25,10,202,4,3,48,5089,2,2
101,市中心支行,北京市朝阳区建国路100号,VIP客户插队，普通客户等待时间过长,2023-05-15,2023-05-18,8.11,6,205,6,2,49,11090,1,3
102,西区支行,上海市徐汇区淮海中路200号,柜员态度很差，办理业务时一直不耐烦,2023-05-12,2023-05-17,9.01,13,361,3,4,40,14631,1,2
103,东湖支行,武汉市武昌区东湖路50号,排队时间太长，等了1个多小时还没轮到,2023-02-04,2023-02-06,9.38,12,277,6,3,29,18629,3,3
104,高新支行,深圳市南山区科技园路88号,ATM机又坏了，这周第三次了,2023-04-19,2023-04-23,5.1,15,183,6,3,31,13601,3,3
105,北站支行,广州市天河区天河路300号,排队时间太长，等了1个多小时还没轮到,2023-04-26,2023-05-01,0.89,16,461,5,3,21,15326,4,1
106,南湖支行,杭州市西湖区南山路120号,系统故障导致转账失败，资金被冻结,2023-06-30,2023-07-03,5.05,7,221,5,4,45,9780,4,1
107,大学城支行,南京市鼓楼区汉口路22号,柜员态度很差，办理业务时一直不耐烦,2023-05-05,2023-05-08,8.0,11,387,5,5,27,15181,2,3
108,开发区支行,天津市滨海新区泰达大道66号,柜员态度很差，办理业务时一直不耐烦,2023-01-20,2023-01-23,2.67,12,460,5,4,37,19025,3,3
109,机场支行,成都市双流区机场路500号,信用卡年费收取后拒绝退还,2023-04-09,2023-04-14,2.6,10,306,3,4,21,17080,2,1
110,港口支行,青岛市黄岛区港口路88号,理财产品收益与承诺不符,2023-02-18,2023-02-19,7.41,17,123,6,2,13,15971,4,2
101,市中心支行,北京市朝阳区建国路100号,新员工业务不熟，办个业务花了40分钟,2023-01-14,2023-01-18,9.88,12,149,3,4,41,11563,2,1
102,西区支行,上海市徐汇区淮海中路200号,理财产品收益与承诺不符,2023-05-07,2023-05-11,4.26,8,165,4,5,15,17582,2,3
103,东湖支行,武汉市武昌区东湖路50号,系统故障导致转账失败，资金被冻结,2023-01-30,2023-02-03,6.13,10,224,6,4,27,16815,1,3
104,高新支行,深圳市南山区科技园路88号,理财产品收益与承诺不符,2023-01-14,2023-01-16,2.74,14,107,6,5,39,18910,2,4
105,北站支行,广州市天河区天河路300号,ATM机又坏了，这周第三次了,2023-05-17,2023-05-22,4.04,6,474,7,2,47,16244,1,2
106,南湖支行,杭州市西湖区南山路120号,排队时间太长，等了1个多小时还没轮到,2023-05-16,2023-05-20,1.43,17,210,3,5,11,8814,2,1
107,大学城支行,南京市鼓楼区汉口路22号,新员工业务不熟，办个业务花了40分钟,2023-05-21,2023-05-23,4.22,13,127,4,4,46,9356,3,1
108,开发区支行,天津市滨海新区泰达大道66号,排队时间太长，等了1个多小时还没轮到,2023-06-25,2023-06-30,7.85,12,263,7,4,40,8466,2,3
109,机场支行,成都市双流区机场路500号,理财产品收益与承诺不符,2023-01-23,2023-01-27,4.7,14,192,4,5,39,8432,1,1
110,港口支行,青岛市黄岛区港口路88号,柜员态度很差，办理业务时一直不耐烦,2023-02-06,2023-02-08,2.86,15,100,3,5,29,14499,1,3
101,市中心支行,北京市朝阳区建国路100号,信用卡年费收取后拒绝退还,2023-06-19,2023-06-23,7.5,9,303,7,2,37,6390,3,2
102,西区支行,上海市徐汇区淮海中路200号,信用卡年费收取后拒绝退还,2023-05-05,2023-05-07,2.46,17,469,4,2,46,14235,2,1
103,东湖支行,武汉市武昌区东湖路50号,转账手续费太高，没有提前告知,2023-01-06,2023-01-09,6.58,7,297,7,2,14,18472,1,3
104,高新支行,深圳市南山区科技园路88号,ATM机又坏了，这周第三次了,2023-01-31,2023-02-02,0.89,14,375,7,3,33,10370,3,2
105,北站支行,广州市天河区天河路300号,转账手续费太高，没有提前告知,2023-03-25,2023-03-29,9.54,6,384,3,4,40,12351,3,3
106,南湖支行,杭州市西湖区南山路120号,理财产品收益与承诺不符,2023-03-21,2023-03-23,5.14,16,393,6,4,25,6969,2,4
107,大学城支行,南京市鼓楼区汉口路22号,VIP客户插队，普通客户等待时间过长,2023-01-15,2023-01-16,6.9,6,440,3,4,17,11812,4,2
108,开发区支行,天津市滨海新区泰达大道66号,信用卡年费收取后拒绝退还,2023-02-15,2023-02-17,8.75,10,274,4,2,35,15666,2,2
109,机场支行,成都市双流区机场路500号,VIP客户插队，普通客户等待时间过长,2023-05-22,2023-05-26,5.22,5,125,3,5,36,15055,1,2
110,港口支行,青岛市黄岛区港口路88号,排队时间太长，等了1个多小时还没轮到,2023-03-01,2023-03-05,9.23,5,246,7,5,14,15600,2,2
101,市中心支行,北京市朝阳区建国路100号,排队时间太长，等了1个多小时还没轮到,2023-01-25,2023-01-28,6.75,6,291,3,2,34,17975,1,1
102,西区支行,上海市徐汇区淮海中路200号,柜员态度很差，办理业务时一直不耐烦,2023-01-01,2023-01-05,1.36,19,423,4,2,47,17781,4,2
103,东湖支行,武汉市武昌区东湖路50号,排队时间太长，等了1个多小时还没轮到,2023-03-26,2023-03-28,4.66,6,181,7,2,32,14042,1,3
104,高新支行,深圳市南山区科技园路88号,理财产品收益与承诺不符,2023-05-29,2023-06-01,4.07,18,409,3,2,24,12232,4,2
105,北站支行,广州市天河区天河路300号,信用卡年费收取后拒绝退还,2023-06-28,2023-07-02,4.26,9,415,7,2,42,17592,4,1
106,南湖支行,杭州市西湖区南山路120号,系统故障导致转账失败，资金被冻结,2023-06-04,2023-06-06,4.72,10,366,5,5,23,16081,2,2
107,大学城支行,南京市鼓楼区汉口路22号,排队时间太长，等了1个多小时还没轮到,2023-06-13,2023-06-17,5.25,9,381,4,3,37,19964,1,2
108,开发区支行,天津市滨海新区泰达大道66号,信用卡年费收取后拒绝退还,2023-03-13,2023-03-14,1.53,9,403,7,4,45,16022,3,4
109,机场支行,成都市双流区机场路500号,信用卡年费收取后拒绝退还,2023-01-10,2023-01-13,5.72,18,463,5,4,30,5406,3,3
110,港口支行,青岛市黄岛区港口路88号,理财产品收益与承诺不符,2023-06-23,2023-06-28,9.02,9,223,3,5,20,9146,3,4
101,市中心支行,北京市朝阳区建国路100号,柜员态度很差，办理业务时一直不耐烦,2023-01-24,2023-01-29,9.38,10,374,4,3,13,12151,1,4
102,西区支行,上海市徐汇区淮海中路200号,信用卡年费收取后拒绝退还,2023-04-01,2023-04-03,6.87,17,338,6,4,17,12311,2,4
103,东湖支行,武汉市武昌区东湖路50号,VIP客户插队，普通客户等待时间过长,2023-06-07,2023-06-12,7.32,6,176,6,3,34,9445,3,3
104,高新支行,深圳市南山区科技园路88号,新员工业务不熟，办个业务花了40分钟,2023-04-19,2023-04-20,6.97,14,138,7,4,16,12102,4,1
105,北站支行,广州市天河区天河路300号,信用卡年费收取后拒绝退还,2023-05-03,2023-05-06,5.89,14,135,6,5,16,15037,1,4
106,南湖支行,杭州市西湖区南山路120号,窗口太少，中午只有2个窗口开放,2023-04-10,2023-04-13,0.91,14,146,5,2,31,12285,1,2
107,大学城支行,南京市鼓楼区汉口路22号,转账手续费太高，没有提前告知,2023-05-18,2023-05-20,6.14,14,108,4,5,17,11295,4,1
108,开发区支行,天津市滨海新区泰达大道66号,转账手续费太高，没有提前告知,2023-02-15,2023-02-18,2.75,9,167,4,5,28,8683,4,3
109,机场支行,成都市双流区机场路500号,新员工业务不熟，办个业务花了40分钟,2023-01-31,2023-02-03,6.84,6,263,4,2,14,14776,3,4
110,港口支行,青岛市黄岛区港口路88号,柜员态度很差，办理业务时一直不耐烦,2023-03-30,2023-03-31,8.7,11,248,3,3,46,15658,4,3
101,市中心支行,北京市朝阳区建国路100号,信用卡年费收取后拒绝退还,2023-01-12,2023-01-15,5.69,14,177,7,2,34,5769,4,3
102,西区支行,上海市徐汇区淮海中路200号,信用卡年费收取后拒绝退还,2023-01-12,2023-01-17,6.17,6,422,4,3,48,17200,1,3
103,东湖支行,武汉市武昌区东湖路50号,理财产品收益与承诺不符,2023-01-07,2023-01-11,9.92,16,401,5,5,35,6125,2,4
104,高新支行,深圳市南山区科技园路88号,系统故障导致转账失败，资金被冻结,2023-05-09,2023-05-13,3.1,18,135,7,2,45,19210,1,4
105,北站支行,广州市天河区天河路300号,VIP客户插队，普通客户等待时间过长,2023-04-22,2023-04-27,3.99,10,295,7,2,11,10051,1,4
106,南湖支行,杭州市西湖区南山路120号,转账手续费太高，没有提前告知,2023-02-04,2023-02-07,2.72,9,363,4,4,12,13533,2,2
107,大学城支行,南京市鼓楼区汉口路22号,ATM机又坏了，这周第三次了,2023-02-04,2023-02-05,9.94,6,201,3,4,43,14686,2,4
108,开发区支行,天津市滨海新区泰达大道66号,ATM机又坏了，这周第三次了,2023-04-06,2023-04-09,1.07,16,135,7,2,38,15526,3,1
109,机场支行,成都市双流区机场路500号,窗口太少，中午只有2个窗口开放,2023-03-27,2023-03-30,2.12,14,257,3,4,25,8083,1,4
110,港口支行,青岛市黄岛区港口路88号,ATM机又坏了，这周第三次了,2023-04-17,2023-04-21,6.82,8,102,7,4,37,11770,4,2
101,市中心支行,北京市朝阳区建国路100号,窗口太少，中午只有2个窗口开放,2023-04-17,2023-04-19,9.93,12,347,6,2,39,5148,4,2
102,西区支行,上海市徐汇区淮海中路200号,系统故障导致转账失败，资金被冻结,2023-01-07,2023-01-11,2.94,12,330,3,2,25,15699,2,4
103,东湖支行,武汉市武昌区东湖路50号,柜员态度很差，办理业务时一直不耐烦,2023-04-13,2023-04-17,7.23,18,391,3,4,11,7408,1,2
104,高新支行,深圳市南山区科技园路88号,转账手续费太高，没有提前告知,2023-03-14,2023-03-15,9.4,13,430,5,5,32,6689,4,2
105,北站支行,广州市天河区天河路300号,转账手续费太高，没有提前告知,2023-04-02,2023-04-05,5.4,7,242,6,2,21,5560,2,2
106,南湖支行,杭州市西湖区南山路120号,排队时间太长，等了1个多小时还没轮到,2023-01-14,2023-01-16,8.27,7,257,4,3,23,13325,3,4
107,大学城支行,南京市鼓楼区汉口路22号,理财产品收益与承诺不符,2023-06-28,2023-07-01,2.51,18,172,7,4,11,12002,2,3
108,开发区支行,天津市滨海新区泰达大道66号,ATM机又坏了，这周第三次了,2023-06-01,2023-06-06,3.79,8,355,4,2,11,13984,1,2
109,机场支行,成都市双流区机场路500号,理财产品收益与承诺不符,2023-03-02,2023-03-07,3.48,19,369,3,3,25,9917,2,1
110,港口支行,青岛市黄岛区港口路88号,系统故障导致转账失败，资金被冻结,2023-01-20,2023-01-25,3.52,7,489,3,2,43,7964,2,4
101,市中心支行,北京市朝阳区建国路100号,理财产品收益与承诺不符,2023-02-23,2023-02-25,1.78,8,272,6,5,41,17415,4,4
102,西区支行,上海市徐汇区淮海中路200号,新员工业务不熟，办个业务花了40分钟,2023-05-16,2023-05-17,3.46,18,119,4,2,15,7719,1,3
103,东湖支行,武汉市武昌区东湖路50号,新员工业务不熟，办个业务花了40分钟,2023-05-09,2023-05-12,6.39,16,250,5,4,14,15145,2,1
104,高新支行,深圳市南山区科技园路88号,ATM机又坏了，这周第三次了,2023-05-20,2023-05-25,1.05,15,277,7,4,24,13648,3,3
105,北站支行,广州市天河区天河路300号,ATM机又坏了，这周第三次了,2023-03-11,2023-03-14,2.12,9,428,6,3,16,13591,4,1
106,南湖支行,杭州市西湖区南山路120号,VIP客户插队，普通客户等待时间过长,2023-05-10,2023-05-14,5.34,11,139,3,2,48,6403,4,1
107,大学城支行,南京市鼓楼区汉口路22号,转账手续费太高，没有提前告知,2023-04-17,2023-04-20,6.43,16,330,4,4,46,12870,2,4
108,开发区支行,天津市滨海新区泰达大道66号,柜员态度很差，办理业务时一直不耐烦,2023-01-02,2023-01-05,2.35,11,254,6,3,23,19790,1,1
109,机场支行,成都市双流区机场路500号,新员工业务不熟，办个业务花了40分钟,2023-06-05,2023-06-07,7.81,18,282,4,3,36,11548,2,2
110,港口支行,青岛市黄岛区港口路88号,系统故障导致转账失败，资金被冻结,2023-01-18,2023-01-19,2.97,14,413,7,2,22,11356,2,2
101,市中心支行,北京市朝阳区建国路100号,柜员态度很差，办理业务时一直不耐烦,2023-03-20,2023-03-21,6.48,9,437,7,2,41,5163,1,3
102,西区支行,上海市徐汇区淮海中路200号,理财产品收益与承诺不符,2023-05-18,2023-05-22,3.03,15,290,7,5,35,15749,4,2
103,东湖支行,武汉市武昌区东湖路50号,转账手续费太高，没有提前告知,2023-02-18,2023-02-19,3.58,16,181,5,2,38,14651,1,2
104,高新支行,深圳市南山区科技园路88号,窗口太少，中午只有2个窗口开放,2023-04-17,2023-04-20,4.23,14,496,3,2,26,8191,1,1
105,北站支行,广州市天河区天河路300号,转账手续费太高，没有提前告知,2023-02-10,2023-02-13,7.04,16,147,7,2,19,13433,2,4
106,南湖支行,杭州市西湖区南山路120号,新员工业务不熟，办个业务花了40分钟,2023-05-29,2023-06-03,9.07,9,383,5,4,43,5775,3,2
107,大学城支行,南京市鼓楼区汉口路22号,新员工业务不熟，办个业务花了40分钟,2023-06-23,2023-06-28,6.55,19,442,7,4,14,18727,4,1
108,开发区支行,天津市滨海新区泰达大道66号,新员工业务不熟，办个业务花了40分钟,2023-04-03,2023-04-08,4.71,12,432,3,4,10,12788,3,4
109,机场支行,成都市双流区机场路500号,柜员态度很差，办理业务时一直不耐烦,2023-03-18,2023-03-22,1.5,5,232,6,2,49,17089,3,2
110,港口支行,青岛市黄岛区港口路88号,系统故障导致转账失败，资金被冻结,2023-05-06,2023-05-07,9.92,8,498,5,4,37,13754,3,2
101,市中心支行,北京市朝阳区建国路100号,信用卡年费收取后拒绝退还,2023-02-28,2023-03-01,1.43,18,451,4,3,41,11511,4,1
102,西区支行,上海市徐汇区淮海中路200号,信用卡年费收取后拒绝退还,2023-02-07,2023-02-09,3.31,12,428,4,4,12,16824,4,2
103,东湖支行,武汉市武昌区东湖路50号,柜员态度很差，办理业务时一直不耐烦,2023-04-08,2023-04-09,2.98,13,268,3,3,19,7196,4,4
104,高新支行,深圳市南山区科技园路88号,新员工业务不熟，办个业务花了40分钟,2023-04-14,2023-04-18,5.01,6,473,7,2,41,19686,4,4
105,北站支行,广州市天河区天河路300号,理财产品收益与承诺不符,2023-05-28,2023-05-31,6.36,6,110,4,4,26,14127,2,3
106,南湖支行,杭州市西湖区南山路120号,ATM机又坏了，这周第三次了,2023-02-16,2023-02-20,1.4,12,414,6,3,34,16889,2,4
107,大学城支行,南京市鼓楼区汉口路22号,系统故障导致转账失败，资金被冻结,2023-03-10,2023-03-12,2.79,9,271,5,3,30,17258,2,4
108,开发区支行,天津市滨海新区泰达大道66号,理财产品收益与承诺不符,2023-02-14,2023-02-16,3.51,11,367,3,4,27,7196,1,2
109,机场支行,成都市双流区机场路500号,转账手续费太高，没有提前告知,2023-01-07,2023-01-09,4.88,12,401,6,5,20,17543,2,2
110,港口支行,青岛市黄岛区港口路88号,柜员态度很差，办理业务时一直不耐烦,2023-05-19,2023-05-23,9.85,10,447,7,2,27,18057,1,1
101,市中心支行,北京市朝阳区建国路100号,新员工业务不熟，办个业务花了40分钟,2023-02-06,2023-02-09,7.4,15,149,5,4,33,18355,1,2
102,西区支行,上海市徐汇区淮海中路200号,窗口太少，中午只有2个窗口开放,2023-05-04,2023-05-07,5.65,17,452,5,4,28,5022,1,2
103,东湖支行,武汉市武昌区东湖路50号,理财产品收益与承诺不符,2023-04-02,2023-04-03,8.8,19,380,7,4,17,13553,2,4
104,高新支行,深圳市南山区科技园路88号,排队时间太长，等了1个多小时还没轮到,2023-06-05,2023-06-10,8.21,16,360,5,2,13,18794,4,4
105,北站支行,广州市天河区天河路300号,信用卡年费收取后拒绝退还,2023-03-04,2023-03-08,8.1,15,109,7,5,48,19042,3,2
106,南湖支行,杭州市西湖区南山路120号,系统故障导致转账失败，资金被冻结,2023-05-19,2023-05-21,3.88,17,492,6,5,31,15473,2,2
107,大学城支行,南京市鼓楼区汉口路22号,信用卡年费收取后拒绝退还,2023-02-13,2023-02-18,0.84,5,113,3,3,29,7634,4,3
108,开发区支行,天津市滨海新区泰达大道66号,柜员态度很差，办理业务时一直不耐烦,2023-05-23,2023-05-27,8.5,10,411,5,2,13,14596,4,4
109,机场支行,成都市双流区机场路500号,转账手续费太高，没有提前告知,2023-03-18,2023-03-21,7.91,10,326,4,2,47,10588,2,4
110,港口支行,青岛市黄岛区港口路88号,转账手续费太高，没有提前告知,2023-03-11,2023-03-13,2.19,14,137,6,5,29,15512,3,3
101,市中心支行,北京市朝阳区建国路100号,系统故障导致转账失败，资金被冻结,2023-03-08,2023-03-10,5.07,18,102,7,5,13,8959,2,4
102,西区支行,上海市徐汇区淮海中路200号,窗口太少，中午只有2个窗口开放,2023-02-07,2023-02-08,6.93,6,258,6,5,28,17080,3,2
