branch_id,branch_name,address,complaint_text,complaint_date,resolve_date,employee_experience,staff_count,daily_customers,service_windows,atm_count,training_hours,monthly_income,new_staff_count,competitor_count
103,东湖支行,武汉市武昌区东湖路50号,ATM机又坏了，这周第三次了,2023-04-20,2023-04-25,1.92,12,208,6,3,47,18428,3,4
104,高新支行,深圳市南山区科技园路88号,信用卡年费收取后拒绝退还,2023-01-12,2023-01-15,5.41,17,327,3,4,42,6169,3,4
105,北站支行,广州市天河区天河路300号,柜员态度很差，办理业务时一直不耐烦,2023-06-10,2023-06-13,1.09,16,350,5,2,42,15640,2,4
106,南湖支行,杭州市西湖区南山路120号,新员工业务不熟，办个业务花了40分钟,2023-06-24,2023-06-27,5.21,19,498,6,4,48,19472,2,4
107,大学城支行,南京市鼓楼区汉口路22号,转账手续费太高，没有提前告知,2023-03-27,2023-03-30,2.43,8,160,4,3,12,10068,3,1
108,开发区支行,天津市滨海新区泰达大道66号,窗口太少，中午只有2个窗口开放,2023-05-15,2023-05-18,6.07,10,297,3,4,28,6449,3,2
109,机场支行,成都市双流区机场路500号,转账手续费太高，没有提前告知,2023-03-08,2023-03-12,2.64,9,448,7,5,30,13895,1,4
110,港口支行,青岛市黄岛区港口路88号,信用卡年费收取后拒绝退还,2023-03-29,2023-03-31,1.77,8,225,4,4,10,7839,1,4
101,市中心支行,北京市朝阳区建国路100号,柜员态度很差，办理业务时一直不耐烦,2023-02-26,2023-02-28,7.77,10,273,6,5,40,6619,4,1
102,西区支行,上海市徐汇区淮海中路200号,排队时间太长，等了1个多小时还没轮到,2023-06-01,2023-06-05,9.59,18,463,4,3,31,14435,3,3
103,东湖支行,武汉市武昌区东湖路50号,ATM机又坏了，这周第三次了,2023-06-28,2023-07-01,3.12,18,219,4,5,25,16445,3,2
104,高新支行,深圳市南山区科技园路88号,窗口太少，中午只有2个窗口开放,2023-02-14,2023-02-17,8.53,10,143,3,2,45,14911,3,4
105,北站支行,广州市天河区天河路300号,VIP客户插队，普通客户等待时间过长,2023-06-07,2023-06-10,6.39,15,120,6,3,42,19298,3,2
106,南湖支行,杭州市西湖区南山路120号,VIP客户插队，普通客户等待时间过长,2023-03-13,2023-03-14,9.05,6,259,5,5,33,16918,4,3
107,大学城支行,南京市鼓楼区汉口路22号,VIP客户插队，普通客户等待时间过长,2023-02-12,2023-02-13,4.24,14,475,3,2,30,18393,1,3
108,开发区支行,天津市滨海新区泰达大道66号,信用卡年费收取后拒绝退还,2023-01-14,2023-01-18,7.39,9,404,5,4,34,18140,4,4
109,机场支行,成都市双流区机场路500号,信用卡年费收取后拒绝退还,2023-05-06,2023-05-11,3.82,13,260,4,2,13,14086,2,1
110,港口支行,青岛市黄岛区港口路88号,VIP客户插队，普通客户等待时间过长,2023-02-01,2023-02-04,8.58,11,388,3,5,43,11171,2,3
101,市中心支行,北京市朝阳区建国路100号,转账手续费太高，没有提前告知,2023-02-07,2023-02-09,1.14,10,276,3,3,15,6517,2,2
102,西区支行,上海市徐汇区淮海中路200号,信用卡年费收取后拒绝退还,2023-01-17,2023-01-21,5.1,9,104,4,3,11,11985,2,4
103,东湖支行,武汉市武昌区东湖路50号,排队时间太长，等了1个多小时还没轮到,2023-03-22,2023-03-26,4.41,17,266,6,5,49,10413,4,3
104,高新支行,深圳市南山区科技园路88号,VIP客户插队，普通客户等待时间过长,2023-06-16,2023-06-17,4.86,7,418,3,5,41,19726,1,4
105,北站支行,广州市天河区天河路300号,排队时间太长，等了1个多小时还没轮到,2023-03-27,2023-03-30,5.68,8,465,6,3,24,11519,4,1
106,南湖支行,杭州市西湖区南山路120号,转账手续费太高，没有提前告知,2023-02-27,2023-03-01,6.77,8,191,5,2,49,7105,4,2
107,大学城支行,南京市鼓楼区汉口路22号,新员工业务不熟，办个业务花了40分钟,2023-01-28,2023-01-31,5.8,6,347,5,5,42,6577,4,3
108,开发区支行,天津市滨海新区泰达大道66号,信用卡年费收取后拒绝退还,2023-01-17,2023-01-20,1.5,8,378,3,4,28,11852,3,3
109,机场支行,成都市双流区机场路500号,信用卡年费收取后拒绝退还,2023-01-05,2023-01-10,2.44,14,107,6,5,45,13676,1,4
110,港口支行,青岛市黄岛区港口路88号,系统故障导致转账失败，资金被冻结,2023-02-01,2023-02-04,8.08,19,498,4,3,29,8525,4,2
101,市中心支行,北京市朝阳区建国路100号,ATM机又坏了，这周第三次了,2023-06-18,2023-06-21,3.51,7,464,5,4,49,11629,1,4
102,西区支行,上海市徐汇区淮海中路200号,窗口太少，中午只有2个窗口开放,2023-02-17,2023-02-20,2.42,12,200,6,5,46,7307,2,2
103,东湖支行,武汉市武昌区东湖路50号,系统故障导致转账失败，资金被冻结,2023-06-23,2023-06-25,9.69,7,131,3,5,20,17150,4,1
104,高新支行,深圳市南山区科技园路88号,ATM机又坏了，这周第三次了,2023-01-01,2023-01-03,4.47,11,120,7,3,13,5923,2,2
105,北站支行,广州市天河区天河路300号,系统故障导致转账失败，资金被冻结,2023-01-26,2023-01-31,4.56,11,227,5,2,34,11274,1,4
106,南湖支行,杭州市西湖区南山路120号,信用卡年费收取后拒绝退还,2023-01-06,2023-01-11,7.33,6,253,7,4,37,5264,4,2
107,大学城支行,南京市鼓楼区汉口路22号,理财产品收益与承诺不符,2023-01-23,2023-01-25,5.64,7,159,6,2,20,10569,3,4
108,开发区支行,天津市滨海新区泰达大道66号,排队时间太长，等了1个多小时还没轮到,2023-03-02,2023-03-04,4.86,9,315,4,3,12,5587,4,2
109,机场支行,成都市双流区机场路500号,排队时间太长，等了1个多小时还没轮到,2023-03-03,2023-03-05,2.15,9,255,4,3,42,14172,3,4
110,港口支行,青岛市黄岛区港口路88号,系统故障导致转账失败，资金被冻结,2023-01-25,2023-01-26,9.1,7,437,4,4,32,16439,4,2
101,市中心支行,北京市朝阳区建国路100号,理财产品收益与承诺不符,2023-06-12,2023-06-15,7.51,16,238,5,4,42,13915,1,4
102,西区支行,上海市徐汇区淮海中路200号,VIP客户插队，普通客户等待时间过长,2023-05-04,2023-05-08,1.51,7,347,6,4,48,15693,1,4
103,东湖支行,武汉市武昌区东湖路50号,转账手续费太高，没有提前告知,2023-05-07,2023-05-12,2.66,12,346,5,5,34,19126,2,3
104,高新支行,深圳市南山区科技园路88号,系统故障导致转账失败，资金被冻结,2023-02-08,2023-02-12,2.52,7,412,7,2,23,11115,4,1
105,北站支行,广州市天河区天河路300号,理财产品收益与承诺不符,2023-06-02,2023-06-04,7.78,7,351,7,4,27,6138,1,2
106,南湖支行,杭州市西湖区南山路120号,ATM机又坏了，这周第三次了,2023-01-18,2023-01-22,6.87,11,190,4,5,47,5141,4,1
107,大学城支行,南京市鼓楼区汉口路22号,柜员态度很差，办理业务时一直不耐烦,2023-02-09,2023-02-10,5.69,7,246,5,5,34,5423,4,2
108,开发区支行,天津市滨海新区泰达大道66号,新员工业务不熟，办个业务花了40分钟,2023-03-08,2023-03-10,9.22,11,249,3,4,12,14641,3,1
109,机场支行,成都市双流区机场路500号,柜员态度很差，办理业务时一直不耐烦,2023-04-01,2023-04-03,8.47,17,426,3,4,28,7990,4,2
110,港口支行,青岛市黄岛区港口路88号,排队时间太长，等了1个多小时还没轮到,2023-04-15,2023-04-20,2.58,9,416,6,5,26,5285,1,4
101,市中心支行,北京市朝阳区建国路100号,转账手续费太高，没有提前告知,2023-02-05,2023-02-09,5.89,8,188,5,2,44,16240,3,2
102,西区支行,上海市徐汇区淮海中路200号,理财产品收益与承诺不符,2023-06-28,2023-06-29,7.56,8,167,6,5,11,12804,2,2
103,东湖支行,武汉市武昌区东湖路50号,柜员态度很差，办理业务时一直不耐烦,2023-02-28,2023-03-03,8.98,19,354,7,3,39,15507,3,3
104,高新支行,深圳市南山区科技园路88号,排队时间太长，等了1个多小时还没轮到,2023-05-23,2023-05-24,9.96,6,354,7,2,29,17132,3,4
105,北站支行,广州市天河区天河路300号,转账手续费太高，没有提前告知,2023-01-27,2023-01-31,1.59,17,300,7,2,13,14250,1,2
106,南湖支行,杭州市西湖区南山路120号,理财产品收益与承诺不符,2023-05-14,2023-05-15,8.85,5,107,7,4,49,15571,2,4
107,大学城支行,南京市鼓楼区汉口路22号,系统故障导致转账失败，资金被冻结,2023-03-06,2023-03-08,4.91,19,460,5,3,38,5405,4,1
108,开发区支行,天津市滨海新区泰达大道66号,理财产品收益与承诺不符,2023-04-10,2023-04-12,6.5,8,256,5,5,16,15587,4,4
109,机场支行,成都市双流区机场路500号,窗口太少，中午只有2个窗口开放,2023-02-23,2023-02-24,4.15,17,166,6,3,33,6185,3,3
110,港口支行,青岛市黄岛区港口路88号,排队时间太长，等了1个多小时还没轮到,2023-05-09,2023-05-13,9.85,12,186,3,3,26,11716,4,2
101,市中心支行,北京市朝阳区建国路100号,信用卡年费收取后拒绝退还,2023-06-18,2023-06-19,0.93,12,479,4,2,38,14836,1,3
102,西区支行,上海市徐汇区淮海中路200号,转账手续费太高，没有提前告知,2023-04-17,2023-04-22,2.36,7,336,6,5,22,9796,2,1
103,东湖支行,武汉市武昌区东湖路50号,VIP客户插队，普通客户等待时间过长,2023-04-24,2023-04-28,0.57,18,235,5,5,42,9697,3,1
104,高新支行,深圳市南山区科技园路88号,系统故障导致转账失败，资金被冻结,2023-05-25,2023-05-28,4.67,18,205,5,3,18,10463,1,1
105,北站支行,广州市天河区天河路300号,新员工业务不熟，办个业务花了40分钟,2023-03-04,2023-03-05,6.36,12,376,5,4,48,5182,1,3
106,南湖支行,杭州市西湖区南山路120号,ATM机又坏了，这周第三次了,2023-02-11,2023-02-13,5.19,15,246,5,2,10,16431,4,3
107,大学城支行,南京市鼓楼区汉口路22号,VIP客户插队，普通客户等待时间过长,2023-04-06,2023-04-11,4.4,12,208,6,2,42,16564,2,3
108,开发区支行,天津市滨海新区泰达大道66号,系统故障导致转账失败，资金被冻结,2023-06-02,2023-06-06,9.56,9,107,3,4,32,8741,1,3
109,机场支行,成都市双流区机场路500号,理财产品收益与承诺不符,2023-02-11,2023-02-12,1.07,19,439,4,3,11,10443,2,1
110,港口支行,青岛市黄岛区港口路88号,转账手续费太高，没有提前告知,2023-01-05,2023-01-08,4.83,6,246,6,5,29,18424,1,4
101,市中心支行,北京市朝阳区建国路100号,VIP客户插队，普通客户等待时间过长,2023-03-01,2023-03-02,1.26,19,140,4,4,38,9200,2,2
102,西区支行,上海市徐汇区淮海中路200号,柜员态度很差，办理业务时一直不耐烦,2023-06-01,2023-06-03,8.94,17,365,4,4,18,12544,3,4
103,东湖支行,武汉市武昌区东湖路50号,VIP客户插队，普通客户等待时间过长,2023-06-09,2023-06-11,2.13,10,254,7,3,38,18989,3,4
104,高新支行,深圳市南山区科技园路88号,排队时间太长，等了1个多小时还没轮到,2023-04-17,2023-04-20,9.92,6,180,3,3,21,7466,3,1
105,北站支行,广州市天河区天河路300号,信用卡年费收取后拒绝退还,2023-01-03,2023-01-06,1.3,19,456,7,3,40,12064,3,4
106,南湖支行,杭州市西湖区南山路120号,转账手续费太高，没有提前告知,2023-03-27,2023-03-29,6.7,16,376,5,3,45,7658,1,3
107,大学城支行,南京市鼓楼区汉口路22号,窗口太少，中午只有2个窗口开放,2023-04-11,2023-04-13,5.65,10,221,6,5,43,6823,3,3
108,开发区支行,天津市滨海新区泰达大道66号,转账手续费太高，没有提前告知,2023-06-09,2023-06-13,8.65,19,140,5,5,41,15233,3,1
109,机场支行,成都市双流区机场路500号,转账手续费太高，没有提前告知,2023-05-10,2023-05-14,0.76,16,266,4,5,37,16172,3,4
110,港口支行,青岛市黄岛区港口路88号,柜员态度很差，办理业务时一直不耐烦,2023-01-13,2023-01-15,0.93,5,292,6,4,38,8273,4,2
101,市中心支行,北京市朝阳区建国路100号,VIP客户插队，普通客户等待时间过长,2023-05-13,2023-05-18,6.55,15,225,5,2,47,13767,1,4
102,西区支行,上海市徐汇区淮海中路200号,转账手续费太高，没有提前告知,2023-03-06,2023-03-09,3.96,8,303,3,4,13,10744,1,2
103,东湖支行,武汉市武昌区东湖路50号,柜员态度很差，办理业务时一直不耐烦,2023-04-15,2023-04-16,5.11,12,443,5,4,20,9652,4,2
104,高新支行,深圳市南山区科技园路88号,窗口太少，中午只有2个窗口开放,2023-02-10,2023-02-12,0.87,10,462,5,3,15,19138,1,3
105,北站支行,广州市天河区天河路300号,窗口太少，中午只有2个窗口开放,2023-05-30,2023-06-01,5.13,14,221,7,2,46,16350,2,4
106,南湖支行,杭州市西湖区南山路120号,理财产品收益与承诺不符,2023-02-25,2023-02-28,9.95,13,468,7,2,26,15348,4,4
107,大学城支行,南京市鼓楼区汉口路22号,新员工业务不熟，办个业务花了40分钟,2023-06-11,2023-06-16,7.85,9,264,3,2,22,15913,1,2
108,开发区支行,天津市滨海新区泰达大道66号,柜员态度很差，办理业务时一直不耐烦,2023-05-05,2023-05-08,2.85,11,486,4,3,41,16372,3,2
109,机场支行,成都市双流区机场路500号,系统故障导致转账失败，资金被冻结,2023-02-26,2023-03-02,1.05,18,482,6,2,20,5358,4,3
110,港口支行,青岛市黄岛区港口路88号,柜员态度很差，办理业务时一直不耐烦,2023-01-28,2023-01-29,2.07,19,379,7,4,22,14326,2,3
101,市中心支行,北京市朝阳区建国路100号,排队时间太长，等了1个多小时还没轮到,2023-01-24,2023-01-29,2.47,17,372,5,5,27,7151,2,1
102,西区支行,上海市徐汇区淮海中路200号,VIP客户插队，普通客户等待时间过长,2023-02-19,2023-02-20,8.03,7,264,7,5,37,19852,1,1
103,东湖支行,武汉市武昌区东湖路50号,窗口太少，中午只有2个窗口开放,2023-01-18,2023-01-23,5.66,7,163,5,2,43,13458,2,1
104,高新支行,深圳市南山区科技园路88号,VIP客户插队，普通客户等待时间过长,2023-06-04,2023-06-06,4.86,10,248,5,4,37,12684,1,4
105,北站支行,广州市天河区天河路300号,新员工业务不熟，办个业务花了40分钟,2023-06-29,2023-06-30,3.12,18,111,3,4,28,9761,4,4
106,南湖支行,杭州市西湖区南山路120号,信用卡年费收取后拒绝退还,2023-04-11,2023-04-15,5.09,10,282,4,5,47,14802,1,2
107,大学城支行,南京市鼓楼区汉口路22号,窗口太少，中午只有2个窗口开放,2023-05-25,2023-05-30,7.74,19,302,3,4,26,19002,1,2
108,开发区支行,天津市滨海新区泰达大道66号,新员工业务不熟，办个业务花了40分钟,2023-03-31,2023-04-01,4.83,16,274,6,4,44,8119,3,1
109,机场支行,成都市双流区机场路500号,系统故障导致转账失败，资金被冻结,2023-01-08,2023-01-12,1.06,17,436,3,2,42,8935,4,3
110,港口支行,青岛市黄岛区港口路88号,转账手续费太高，没有提前告知,2023-04-24,2023-04-26,3.46,7,424,7,4,40,13182,4,2
101,市中心支行,北京市朝阳区建国路100号,系统故障导致转账失败，资金被冻结,2023-02-22,2023-02-23,5.03,17,313,5,4,19,10929,4,2
102,西区支行,上海市徐汇区淮海中路200号,新员工业务不熟，办个业务花了40分钟,2023-01-24,2023-01-27,6.62,16,293,3,5,44,5695,2,1
103,东湖支行,武汉市武昌区东湖路50号,ATM机又坏了，这周第三次了,2023-02-19,2023-02-20,8.04,7,118,4,5,35,9208,4,3
104,高新支行,深圳市南山区科技园路88号,ATM机又坏了，这周第三次了,2023-05-25,2023-05-26,0.52,7,164,6,2,46,11144,3,1
105,北站支行,广州市天河区天河路300号,理财产品收益与承诺不符,2023-03-24,2023-03-27,0.55,12,488,6,5,18,16390,1,4
106,南湖支行,杭州市西湖区南山路120号,信用卡年费收取后拒绝退还,2023-04-26,2023-04-30,7.15,19,203,3,3,23,12427,2,3
107,大学城支行,南京市鼓楼区汉口路22号,柜员态度很差，办理业务时一直不耐烦,2023-03-25,2023-03-30,1.13,7,171,5,3,22,16948,4,2
108,开发区支行,天津市滨海新区泰达大道66号,排队时间太长，等了1个多小时还没轮到,2023-06-09,2023-06-13,0.56,7,222,4,5,26,15614,2,2
109,机场支行,成都市双流区机场路500号,柜员态度很差，办理业务时一直不耐烦,2023-06-28,2023-06-30,2.8,10,287,4,3,35,18324,4,3
110,港口支行,青岛市黄岛区港口路88号,转账手续费太高，没有提前告知,2023-02-03,2023-02-07,2.51,6,394,5,5,32,14165,4,2
101,市中心支行,北京市朝阳区建国路100号,新员工业务不熟，办个业务花了40分钟,2023-06-17,2023-06-18,3.03,10,320,7,4,10,10789,1,1
102,西区支行,上海市徐汇区淮海中路200号,排队时间太长，等了1个多小时还没轮到,2023-06-21,2023-06-25,6.23,9,374,3,2,31,19366,1,3
103,东湖支行,武汉市武昌区东湖路50号,新员工业务不熟，办个业务花了40分钟,2023-04-13,2023-04-18,5.28,18,173,4,5,17,6589,4,4
104,高新支行,深圳市南山区科技园路88号,理财产品收益与承诺不符,2023-01-14,2023-01-16,6.98,18,277,6,3,33,18333,2,3
105,北站支行,广州市天河区天河路300号,ATM机又坏了，这周第三次了,2023-02-04,2023-02-08,1.64,15,363,4,5,40,17237,2,2
106,南湖支行,杭州市西湖区南山路120号,信用卡年费收取后拒绝退还,2023-06-09,2023-06-13,8.33,19,174,3,5,24,18752,3,1
107,大学城支行,南京市鼓楼区汉口路22号,转账手续费太高，没有提前告知,2023-03-09,2023-03-10,5.36,14,373,3,4,33,14009,4,1
108,开发区支行,天津市滨海新区泰达大道66号,窗口太少，中午只有2个窗口开放,2023-01-09,2023-01-12,3.73,16,476,7,5,20,9728,1,3
109,机场支行,成都市双流区机场路500号,ATM机又坏了，这周第三次了,2023-06-27,2023-06-30,3.07,15,261,6,5,45,14010,1,3
110,港口支行,青岛市黄岛区港口路88号,排队时间太长，等了1个多小时还没轮到,2023-03-09,2023-03-10,9.14,12,278,7,2,32,11361,1,1
101,市中心支行,北京市朝阳区建国路100号,VIP客户插队，普通客户等待时间过长,2023-06-17,2023-06-21,9.34,13,219,4,4,32,8796,1,3
102,西区支行,上海市徐汇区淮海中路200号,VIP客户插队，普通客户等待时间过长,2023-05-30,2023-06-01,6.83,5,123,6,4,26,16715,3,1
103,东湖支行,武汉市武昌区东湖路50号,信用卡年费收取后拒绝退还,2023-04-18,2023-04-19,3.33,9,439,5,4,21,6316,2,1
104,高新支行,深圳市南山区科技园路88号,窗口太少，中午只有2个窗口开放,2023-06-08,2023-06-09,3.92,11,127,3,4,27,12935,2,3
105,北站支行,广州市天河区天河路300号,系统故障导致转账失败，资金被冻结,2023-06-14,2023-06-19,4.01,16,112,4,2,22,18411,3,2
106,南湖支行,杭州市西湖区南山路120号,新员工业务不熟，办个业务花了40分钟,2023-03-30,2023-04-02,2.51,13,265,5,3,31,7016,4,1
107,大学城支行,南京市鼓楼区汉口路22号,柜员态度很差，办理业务时一直不耐烦,2023-03-12,2023-03-15,7.66,17,261,3,5,17,12430,4,2
108,开发区支行,天津市滨海新区泰达大道66号,ATM机又坏了，这周第三次了,2023-06-19,2023-06-20,7.5,10,248,6,5,10,13547,1,4
109,机场支行,成都市双流区机场路500号,信用卡年费收取后拒绝退还,2023-03-11,2023-03-16,0.91,17,412,3,3,19,11708,4,3
110,港口支行,青岛市黄岛区港口路88号,新员工业务不熟，办个业务花了40分钟,2023-05-08,2023-05-12,8.44,18,112,7,3,33,8841,2,1
101,市中心支行,北京市朝阳区建国路100号,排队时间太长，等了1个多小时还没轮到,2023-06-15,2023-06-17,1.68,14,262,3,4,47,7064,4,2
102,西区支行,上海市徐汇区淮海中路200号,信用卡年费收取后拒绝退还,2023-01-21,2023-01-23,3.03,17,270,3,5,35,15469,1,4
103,东湖支行,武汉市武昌区东湖路50号,VIP客户插队，普通客户等待时间过长,2023-02-24,2023-03-01,4.82,19,203,6,3,21,8866,2,1
104,高新支行,深圳市南山区科技园路88号,理财产品收益与承诺不符,2023-06-09,2023-06-14,1.23,19,321,3,3,46,16654,4,4
105,北站支行,广州市天河区天河路300号,ATM机又坏了，这周第三次了,2023-05-29,2023-06-03,3.29,5,154,4,4,21,18839,4,3
106,南湖支行,杭州市西湖区南山路120号,窗口太少，中午只有2个窗口开放,2023-04-20,2023-04-25,6.8,17,234,6,4,18,7207,3,4
107,大学城支行,南京市鼓楼区汉口路22号,新员工业务不熟，办个业务花了40分钟,2023-01-13,2023-01-14,7.94,13,144,5,5,49,13386,1,1
108,开发区支行,天津市滨海新区泰达大道66号,窗口太少，中午只有2个窗口开放,2023-01-23,2023-01-25,9.41,6,304,6,4,35,13707,2,4
109,机场支行,成都市双流区机场路500号,ATM机又坏了，这周第三次了,2023-06-26,2023-07-01,9.46,9,411,6,3,20,17063,4,2
110,港口支行,青岛市黄岛区港口路88号,转账手续费太高，没有提前告知,2023-02-27,2023-03-04,3.97,15,189,6,4,35,18705,3,1
101,市中心支行,北京市朝阳区建国路100号,系统故障导致转账失败，资金被冻结,2023-05-27,2023-05-29,3.12,17,280,6,4,40,8483,3,3
102,西区支行,上海市徐汇区淮海中路200号,ATM机又坏了，这周第三次了,2023-06-17,2023-06-21,8.19,19,151,6,2,40,19824,2,2
103,东湖支行,武汉市武昌区东湖路50号,新员工业务不熟，办个业务花了40分钟,2023-04-24,2023-04-25,7.06,6,104,6,5,20,7295,2,1
104,高新支行,深圳市南山区科技园路88号,ATM机又坏了，这周第三次了,2023-05-24,2023-05-26,9.6,15,325,7,3,30,18869,1,2
105,北站支行,广州市天河区天河路300号,新员工业务不熟，办个业务花了40分钟,2023-03-28,2023-03-30,3.11,10,309,4,3,22,16486,2,3
106,南湖支行,杭州市西湖区南山路120号,排队时间太长，等了1个多小时还没轮到,2023-05-04,2023-05-08,2.07,17,107,6,2,42,12888,4,3
107,大学城支行,南京市鼓楼区汉口路22号,转账手续费太高，没有提前告知,2023-04-28,2023-05-03,8.03,15,450,6,5,15,16944,4,4
108,开发区支行,天津市滨海新区泰达大道66号,信用卡年费收取后拒绝退还,2023-03-28,2023-03-29,9.54,12,419,5,3,21,10258,1,1
109,机场支行,成都市双流区机场路500号,排队时间太长，等了1个多小时还没轮到,2023-02-27,2023-03-03,9.23,11,410,4,3,15,14475,4,3
110,港口支行,青岛市黄岛区港口路88号,排队时间太长，等了1个多小时还没轮到,2023-04-08,2023-04-13,7.46,17,453,3,4,25,11593,2,3
101,市中心支行,北京市朝阳区建国路100号,VIP客户插队，普通客户等待时间过长,2023-05-26,2023-05-30,4.23,14,107,6,4,39,11976,3,3
102,西区支行,上海市徐汇区淮海中路200号,排队时间太长，等了1个多小时还没轮到,2023-04-10,2023-04-13,7.92,8,187,4,3,38,13277,4,1
103,东湖支行,武汉市武昌区东湖路50号,排队时间太长，等了1个多小时还没轮到,2023-02-27,2023-02-28,8.44,8,200,6,5,37,9009,3,3
104,高新支行,深圳市南山区科技园路88号,窗口太少，中午只有2个窗口开放,2023-05-14,2023-05-18,0.94,14,351,4,4,17,14135,3,2
105,北站支行,广州市天河区天河路300号,柜员态度很差，办理业务时一直不耐烦,2023-01-09,2023-01-14,4.57,13,448,5,5,22,6196,2,4
106,南湖支行,杭州市西湖区南山路120号,VIP客户插队，普通客户等待时间过长,2023-02-13,2023-02-18,3.24,12,346,5,3,10,8743,1,1
107,大学城支行,南京市鼓楼区汉口路22号,信用卡年费收取后拒绝退还,2023-03-29,2023-04-03,5.07,7,216,5,4,48,8674,2,2
108,开发区支行,天津市滨海新区泰达大道66号,转账手续费太高，没有提前告知,2023-06-08,2023-06-11,6.41,17,215,7,5,36,6105,4,1
109,机场支行,成都市双流区机场路500号,ATM机又坏了，这周第三次了,2023-04-17,2023-04-19,2.78,14,253,7,5,32,18577,3,3
110,港口支行,青岛市黄岛区港口路88号,信用卡年费收取后拒绝退还,2023-02-21,2023-02-24,7.64,9,477,3,2,31,15593,4,1
101,市中心支行,北京市朝阳区建国路100号,转账手续费太高，没有提前告知,2023-06-17,2023-06-22,2.64,8,296,5,5,30,11242,4,2
102,西区支行,上海市徐汇区淮海中路200号,转账手续费太高，没有提前告知,2023-06-15,2023-06-16,8.48,17,287,4,5,14,17692,2,4
103,东湖支行,武汉市武昌区东湖路50号,ATM机又坏了，这周第三次了,2023-06-27,2023-07-01,8.32,8,498,4,5,38,17167,1,4
104,高新支行,深圳市南山区科技园路88号,ATM机又坏了，这周第三次了,2023-02-26,2023-03-01,3.65,11,145,6,3,36,19201,3,3
105,北站支行,广州市天河区天河路300号,窗口太少，中午只有2个窗口开放,2023-04-11,2023-04-16,5.32,7,466,5,5,45,18281,1,4
106,南湖支行,杭州市西湖区南山路120号,系统故障导致转账失败，资金被冻结,2023-05-27,2023-05-28,3.85,8,422,4,2,32,8252,4,4
107,大学城支行,南京市鼓楼区汉口路22号,信用卡年费收取后拒绝退还,2023-02-07,2023-02-08,4.54,9,450,7,3,15,6380,1,2
108,开发区支行,天津市滨海新区泰达大道66号,窗口太少，中午只有2个窗口开放,2023-02-24,2023-02-25,2.41,11,184,7,5,12,13575,3,2
109,机场支行,成都市双流区机场路500号,窗口太少，中午只有2个窗口开放,2023-04-06,2023-04-11,7.43,16,431,5,4,45,15990,1,1
110,港口支行,青岛市黄岛区港口路88号,ATM机又坏了，这周第三次了,2023-04-11,2023-04-12,7.71,14,405,7,2,36,5205,1,2
